    0  3.084e-01  5.187e+07      1.2 *
    1  3.091e-01  5.176e+07      1.2 *
    2  3.118e-01  5.131e+07      1.2 *
    3  3.111e-01  5.142e+07      1.2 
    4  3.103e-01  5.155e+07      1.2 
    5  3.110e-01  5.144e+07      1.2 
    6  3.110e-01  5.144e+07      1.2 
    7  3.097e-01  5.164e+07      1.2 
    8  3.114e-01  5.136e+07      1.2 
    9  3.098e-01  5.164e+07      1.2 
    0  3.118e-01  5.130e+07      1.2 *
    1  3.087e-01  5.182e+07      1.2 *
    2  3.079e-01  5.194e+07      1.2 *
    3  3.077e-01  5.198e+07      1.2 
    4  3.065e-01  5.218e+07      1.2 
    5  3.100e-01  5.160e+07      1.2 
    6  3.066e-01  5.217e+07      1.2 
    7  3.077e-01  5.198e+07      1.2 
    8  3.093e-01  5.172e+07      1.2 
    9  3.094e-01  5.170e+07      1.2 
