    0  3.091e-01  5.175e+07      1.2 *
    1  3.091e-01  5.174e+07      1.2 *
    2  3.069e-01  5.213e+07      1.2 *
    3  3.084e-01  5.186e+07      1.2 
    4  3.161e-01  5.061e+07      1.2 
    5  3.084e-01  5.186e+07      1.2 
    6  3.078e-01  5.197e+07      1.2 
    7  3.090e-01  5.177e+07      1.2 
    8  3.087e-01  5.182e+07      1.2 
    9  3.088e-01  5.180e+07      1.2 
    0  3.093e-01  5.172e+07      1.2 *
    1  3.101e-01  5.159e+07      1.2 *
    2  3.075e-01  5.202e+07      1.2 *
    3  3.099e-01  5.162e+07      1.2 
    4  3.093e-01  5.171e+07      1.2 
    5  3.113e-01  5.138e+07      1.2 
    6  3.100e-01  5.160e+07      1.2 
    7  3.101e-01  5.159e+07      1.2 
    8  3.113e-01  5.138e+07      1.2 
    9  3.109e-01  5.146e+07      1.2 
