    0  1.949e+00  5.131e+07      1.2 *
    1  1.935e+00  5.167e+07      1.2 *
    2  1.953e+00  5.119e+07      1.2 *
    3  1.948e+00  5.133e+07      1.2 
    4  1.951e+00  5.124e+07      1.2 
    5  1.948e+00  5.132e+07      1.2 
    6  1.940e+00  5.155e+07      1.2 
    7  1.937e+00  5.163e+07      1.2 
    8  1.932e+00  5.174e+07      1.2 
    9  1.934e+00  5.169e+07      1.2 
    0  1.922e+00  5.202e+07      1.2 *
    1  1.925e+00  5.194e+07      1.2 *
    2  1.923e+00  5.201e+07      1.2 *
    3  1.929e+00  5.184e+07      1.2 
    4  1.932e+00  5.174e+07      1.2 
    5  1.929e+00  5.184e+07      1.2 
    6  1.913e+00  5.226e+07      1.2 
    7  1.932e+00  5.175e+07      1.2 
    8  1.926e+00  5.193e+07      1.2 
    9  1.943e+00  5.146e+07      1.2 
