    0  1.115e-02  1.434e+09     33.0 *
    1  1.118e-02  1.431e+09     32.9 *
    2  1.147e-02  1.394e+09     32.1 *
    3  1.161e-02  1.378e+09     31.7 
    4  1.166e-02  1.372e+09     31.6 
    5  1.162e-02  1.377e+09     31.7 
    6  1.169e-02  1.368e+09     31.5 
    7  1.169e-02  1.368e+09     31.5 
    8  1.162e-02  1.377e+09     31.7 
    9  1.162e-02  1.376e+09     31.7 
    0  1.141e-02  1.402e+09     32.2 *
    1  1.160e-02  1.379e+09     31.7 *
    2  1.140e-02  1.403e+09     32.3 *
    3  1.162e-02  1.377e+09     31.7 
    4  1.167e-02  1.371e+09     31.5 
    5  1.171e-02  1.366e+09     31.4 
    6  1.168e-02  1.369e+09     31.5 
    7  1.164e-02  1.375e+09     31.6 
    8  1.165e-02  1.374e+09     31.6 
    9  1.163e-02  1.375e+09     31.6 
