    0  7.081e-02  1.412e+09     32.5 *
    1  7.094e-02  1.410e+09     32.4 *
    2  7.117e-02  1.405e+09     32.3 *
    3  7.116e-02  1.405e+09     32.3 
    4  7.116e-02  1.405e+09     32.3 
    5  7.107e-02  1.407e+09     32.4 
    6  7.238e-02  1.381e+09     31.8 
    7  7.100e-02  1.408e+09     32.4 
    8  7.110e-02  1.406e+09     32.3 
    9  7.122e-02  1.404e+09     32.3 
    0  7.157e-02  1.397e+09     32.1 *
    1  7.160e-02  1.397e+09     32.1 *
    2  7.142e-02  1.400e+09     32.2 *
    3  7.160e-02  1.396e+09     32.1 
    4  7.120e-02  1.404e+09     32.3 
    5  7.128e-02  1.403e+09     32.3 
    6  7.112e-02  1.406e+09     32.3 
    7  7.117e-02  1.405e+09     32.3 
    8  7.123e-02  1.404e+09     32.3 
    9  7.122e-02  1.404e+09     32.3 
